time_s,ax1_g,ay1_g,az1_g,gx1_dps,gy1_dps,gz1_dps,ax2_g,ay2_g,az2_g,gx2_dps,gy2_dps,gz2_dps
1.500,-0.101992,-0.015616,-0.968192,1.54,-3.08,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.520,-0.102968,-0.012688,-0.972584,1.12,-2.87,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.540,-0.103456,-0.014640,-0.969656,1.33,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.560,-0.101992,-0.014640,-0.967704,1.19,-2.80,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.580,-0.101992,-0.015616,-0.970632,1.47,-3.01,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.600,-0.102968,-0.012688,-0.967704,1.40,-2.80,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.620,-0.101016,-0.014640,-0.967216,1.33,-3.01,0.07,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.640,-0.102480,-0.013176,-0.968192,1.33,-2.94,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.660,-0.102968,-0.013664,-0.970632,1.47,-2.87,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.680,-0.103944,-0.015616,-0.970144,1.26,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.700,-0.104920,-0.012200,-0.969656,1.40,-3.08,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.720,-0.101016,-0.014152,-0.968680,1.19,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.740,-0.103944,-0.015616,-0.967216,1.40,-3.01,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.760,-0.102968,-0.013664,-0.969656,1.33,-2.94,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.780,-0.101504,-0.016104,-0.968680,1.19,-3.22,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.800,-0.102480,-0.014152,-0.968680,1.26,-2.87,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.820,-0.101992,-0.014152,-0.968192,1.40,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.840,-0.103944,-0.014640,-0.968680,1.40,-2.87,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.860,-0.100528,-0.013664,-0.966728,1.33,-3.08,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.880,-0.101016,-0.014640,-0.972096,1.33,-2.94,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.900,-0.104432,-0.016104,-0.968680,1.47,-2.80,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.920,-0.103944,-0.014640,-0.967216,1.26,-3.01,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.940,-0.103456,-0.014640,-0.970632,1.40,-2.94,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.960,-0.103456,-0.014152,-0.969656,1.47,-2.87,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.980,-0.102968,-0.014640,-0.966728,1.40,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
